Asset_ID,Asset_Type,Acquisition_Date,Acquisition_Cost,Depreciation_Method,Depreciation_Rate,Book_Value,Useful_Life,Years_in_Service,Maintenance_Cost,Repair_Frequency,Condition_Score,Utilization_Percentage,Retired
A46239,Building,2016-04-03,142491,Straight-Line,11,9025.73,20,8,13648,11,5,49,0
A46240,Building,2007-01-23,148025,Straight-Line,14,-219093.22,23,17,17995,13,8,52,0
A46241,Furniture,2012-09-02,188746,Straight-Line,20,-268071.03,6,12,9593,13,9,0,1
A46242,Vehicle,2014-05-10,66570,Declining Balance,5,31898.88,19,10,983,7,8,8,0
A46243,Machine,2020-01-17,154333,Declining Balance,16,37699.54,13,4,3056,11,8,33,0
A46244,Building,2009-09-08,238218,Declining Balance,7,-13372.84,22,15,3565,15,8,36,0
A46245,Building,2014-03-19,96359,Declining Balance,19,-96955.63,6,10,937,2,9,37,1
A46246,Equipment,2010-08-23,9607,Straight-Line,6,1461.32,25,14,17195,6,1,27,1
A46247,Equipment,2005-06-07,193108,Declining Balance,15,-367249.09,28,19,3340,12,10,86,0
A46248,Vehicle,2016-10-17,217343,Straight-Line,12,9336.82,21,7,10720,14,2,75,1
A46249,Equipment,2005-06-22,187854,Straight-Line,15,-356099.13,23,19,5375,7,3,46,1
A46250,Machine,2019-11-19,100613,Straight-Line,5,76038.62,9,4,5174,12,4,59,0
A46251,Vehicle,2008-05-11,217464,Declining Balance,20,-496532.87,12,16,15421,13,8,90,1
A46252,Equipment,2005-12-27,242766,Straight-Line,19,-623888.67,30,18,11444,11,3,99,1
A46253,Equipment,2005-01-26,159472,Declining Balance,13,-249077.79,15,19,7619,12,8,27,1
A46254,Machine,2021-07-13,81874,Declining Balance,5,68628.36,14,3,5905,15,6,52,0
A46255,Machine,2008-01-27,69512,Straight-Line,5,11455.2,26,16,2335,12,4,84,0
A46256,Furniture,2019-03-01,44901,Declining Balance,19,-2920.41,6,5,18822,6,9,36,0
A46257,Vehicle,2006-08-13,124462,Declining Balance,11,-124185.8,14,18,4197,7,3,64,1
A46258,Building,2009-04-10,155833,Declining Balance,12,-134042.0,18,15,9193,2,2,82,1
A46259,Vehicle,2011-09-08,51021,Straight-Line,18,-69173.29,23,13,1086,11,7,94,0
A46260,Building,2009-01-29,29653,Straight-Line,19,-58778.75,27,15,16121,6,2,16,1
A46261,Building,2007-10-09,170051,Straight-Line,11,-148046.87,27,17,12909,0,6,13,0
A46262,Furniture,2019-05-31,20716,Straight-Line,11,8510.59,21,5,17720,0,6,58,0
A46263,Equipment,2005-06-10,236858,Declining Balance,6,-37949.19,18,19,8666,12,5,0,1
A46264,Vehicle,2007-02-01,120688,Declining Balance,8,-50113.63,29,17,17043,5,4,7,0
A46265,Machine,2010-07-10,208420,Declining Balance,11,-118325.46,20,14,4878,5,7,30,0
A46266,Building,2006-05-18,96353,Declining Balance,12,-116394.42,8,18,15251,1,4,45,1
A46267,Machine,2015-07-10,122568,Declining Balance,5,65884.5,19,9,10700,13,1,90,1
A46268,Building,2014-05-30,199669,Straight-Line,11,-27909.9,5,10,2931,0,2,6,1
A46269,Equipment,2007-12-11,91211,Straight-Line,14,-123737.09,29,16,9437,9,8,84,0
A46270,Machine,2006-04-14,183493,Declining Balance,18,-427312.47,8,18,2184,1,1,16,1
A46271,Vehicle,2017-02-19,118602,Declining Balance,6,64285.53,14,7,13104,8,7,88,0
A46272,Building,2021-10-24,29025,Straight-Line,17,14452.06,6,2,5353,10,10,28,0
A46273,Furniture,2007-05-10,39883,Declining Balance,7,-8755.68,13,17,17115,2,2,97,1
A46274,Furniture,2009-12-05,211827,Straight-Line,14,-228459.77,24,14,17198,15,3,78,1
A46275,Equipment,2021-02-02,119906,Declining Balance,11,71411.41,17,3,13933,10,7,83,0
A46276,Equipment,2011-07-01,47090,Straight-Line,10,-15430.04,25,13,4717,4,3,3,1
A46277,Equipment,2024-04-11,249561,Straight-Line,18,227654.33,12,0,17977,1,9,5,0
A46278,Furniture,2023-04-15,71477,Straight-Line,19,51385.11,24,1,11542,7,1,71,1
A46279,Vehicle,2012-01-03,109531,Straight-Line,15,-100228.37,17,12,295,8,3,46,1
A46280,Machine,2011-06-30,120700,Declining Balance,15,-119724.48,19,13,3551,1,4,3,0
A46281,Building,2010-03-10,173242,Straight-Line,6,21624.4,21,14,1551,13,4,78,0
A46282,Building,2024-08-21,157091,Declining Balance,6,155903.13,7,0,10084,6,2,33,1
A46283,Equipment,2013-03-14,166420,Straight-Line,5,70124.37,18,11,4473,14,6,87,0
A46284,Equipment,2020-02-21,242120,Straight-Line,15,74062.19,10,4,5878,13,8,4,0
A46285,Machine,2005-02-23,15623,Declining Balance,13,-24245.61,25,19,8939,7,5,40,0
A46286,Vehicle,2010-09-28,51687,Straight-Line,9,-13591.56,12,14,11531,4,9,66,1
A46287,Equipment,2008-01-06,63299,Straight-Line,18,-127680.15,11,16,19060,3,4,4,1
A46288,Vehicle,2014-12-21,43291,Declining Balance,18,-33074.32,13,9,4698,11,7,63,0
A46289,Equipment,2013-02-09,19144,Declining Balance,5,7980.16,10,11,19642,13,1,9,1
A46290,Furniture,2015-08-16,235823,Declining Balance,12,-23052.51,19,9,1082,2,2,55,1
A46291,Building,2013-04-10,47990,Declining Balance,12,-18228.31,9,11,13817,8,10,95,1
A46292,Furniture,2013-10-05,163248,Declining Balance,18,-160305.06,19,11,2924,13,9,56,0
A46293,Equipment,2013-07-01,51756,Straight-Line,14,-29933.4,25,11,4309,2,9,73,0
A46294,Machine,2019-12-25,52595,Declining Balance,10,27421.45,20,4,304,11,7,13,0
A46295,Building,2021-01-16,192827,Declining Balance,7,142570.47,7,3,6498,2,1,11,1
A46296,Equipment,2006-05-16,188982,Straight-Line,14,-297980.6,29,18,12325,8,7,70,0
A46297,Building,2017-10-06,215786,Straight-Line,10,64617.56,11,7,17540,2,7,11,0
A46298,Building,2018-03-03,78050,Straight-Line,10,26537.0,16,6,15290,8,9,36,0
A46299,Vehicle,2019-03-23,190586,Straight-Line,5,137744.07,21,5,8924,9,8,100,0
A46300,Furniture,2019-07-31,61222,Declining Balance,5,45337.83,8,5,53,15,10,44,0
A46301,Furniture,2022-02-15,51619,Declining Balance,12,35259.31,9,2,13326,4,9,41,0
A46302,Machine,2005-07-12,56032,Declining Balance,17,-127326.2,15,19,18846,7,6,100,1
A46303,Equipment,2014-07-18,235240,Declining Balance,5,114945.35,15,10,11067,13,7,14,0
A46304,Building,2005-01-27,77494,Straight-Line,16,-166818.04,12,19,14323,3,7,83,1
A46305,Furniture,2007-08-25,161873,Declining Balance,16,-281756.59,19,17,14546,1,5,10,0
A46306,Vehicle,2021-06-15,156077,Declining Balance,13,88869.82,12,3,16176,12,5,86,0
A46307,Building,2020-10-21,140743,Straight-Line,14,62682.69,27,3,10016,13,3,22,1
A46308,Furniture,2012-11-16,224584,Declining Balance,19,-283025.06,27,11,19524,4,1,18,1
A46309,Vehicle,2021-07-29,124344,Straight-Line,12,76718.54,20,3,18679,2,1,26,1
A46310,Equipment,2011-01-24,58296,Declining Balance,5,18335.29,17,13,19376,10,3,76,1
A46311,Machine,2010-02-11,92156,Straight-Line,9,-29436.9,19,14,14233,3,2,46,1
A46312,Equipment,2013-04-21,31990,Straight-Line,15,-23041.56,30,11,17204,14,8,82,0
A46313,Vehicle,2013-04-04,16709,Straight-Line,13,-8303.69,5,11,1824,8,8,28,1
A46314,Building,2021-12-23,87358,Straight-Line,10,62993.49,17,2,18855,2,8,6,0
A46315,Furniture,2023-03-16,214215,Declining Balance,12,174071.7,21,1,11059,12,6,44,0
A46316,Building,2017-10-04,213855,Declining Balance,18,-56024.15,15,7,10340,2,7,55,0
A46317,Equipment,2011-05-16,131439,Straight-Line,14,-115190.98,27,13,1818,11,6,45,0
A46318,Equipment,2017-11-17,98716,Straight-Line,6,57904.37,15,6,18239,12,8,25,0
A46319,Machine,2021-12-19,134962,Declining Balance,11,93393.7,28,2,2460,12,8,12,0
A46320,Machine,2018-10-10,11883,Declining Balance,20,-2363.58,19,5,16809,0,2,40,1
A46321,Equipment,2011-01-15,72288,Declining Balance,14,-66706.97,24,13,18622,10,10,66,0
A46322,Building,2014-10-19,58798,Declining Balance,16,-35021.06,25,9,1622,5,6,89,0
A46323,Building,2015-09-05,70066,Straight-Line,15,-25502.1,30,9,4477,4,2,49,1
A46324,Machine,2022-07-01,36716,Straight-Line,16,23389.6,22,2,9523,7,8,74,0
A46325,Furniture,2022-12-22,83497,Straight-Line,15,61055.75,13,1,14488,4,10,67,0
A46326,Furniture,2012-03-10,7602,Straight-Line,12,-3877.23,21,12,19093,14,5,10,0
A46327,Vehicle,2015-04-22,160592,Declining Balance,10,8579.57,15,9,15413,1,1,27,1
A46328,Building,2023-07-19,164761,Straight-Line,10,144673.7,9,1,15673,2,8,57,0
A46329,Equipment,2021-11-18,24330,Straight-Line,6,20118.58,10,2,3932,1,7,3,0
A46330,Building,2009-03-22,93363,Straight-Line,19,-182538.73,27,15,13987,14,3,64,1
A46331,Equipment,2020-11-29,182857,Declining Balance,16,70076.81,15,3,2186,5,2,62,1
A46332,Vehicle,2017-08-30,53322,Declining Balance,20,-22468.28,11,7,14260,3,9,4,0
A46333,Machine,2012-04-30,140872,Straight-Line,12,-69486.56,6,12,15751,7,1,24,1
A46334,Furniture,2020-06-20,80716,Declining Balance,6,59897.91,13,4,14629,15,1,86,1
A46335,Furniture,2019-05-15,217659,Straight-Line,5,158891.07,15,5,3389,5,2,20,1
A46336,Machine,2015-11-10,172189,Declining Balance,16,-73347.8,17,8,12584,13,4,68,0
A46337,Furniture,2022-11-03,117731,Declining Balance,11,92788.16,6,1,94,6,3,99,1
A46338,Machine,2007-03-28,130222,Declining Balance,10,-98183.82,28,17,10939,2,8,65,0
A46339,Furniture,2016-04-18,140779,Straight-Line,14,-26235.03,15,8,14814,0,3,54,1
A46340,Equipment,2017-01-03,227089,Declining Balance,20,-125427.79,12,7,4462,14,8,70,0
A46341,Furniture,2024-06-15,206064,Straight-Line,16,195856.78,12,0,12515,1,8,85,0
A46342,Furniture,2020-03-31,10899,Declining Balance,10,5972.05,22,4,14336,7,10,49,0
A46343,Equipment,2017-10-27,109055,Straight-Line,16,-12178.31,21,6,4573,6,9,100,0
A46344,Building,2018-06-02,45553,Declining Balance,12,10837.87,10,6,2747,8,10,2,0
A46345,Vehicle,2006-07-19,141030,Declining Balance,8,-64649.7,7,18,6788,6,8,41,1
A46346,Furniture,2008-12-09,7304,Straight-Line,15,-10045.5,23,15,18836,1,7,98,0
A46347,Building,2021-03-20,37732,Declining Balance,8,27014.04,14,3,6673,14,8,2,0
A46348,Equipment,2007-04-17,164747,Declining Balance,5,20717.5,15,17,19794,13,6,63,1
A46349,Building,2022-11-13,18078,Declining Balance,19,11556.55,19,1,14294,5,10,8,0
A46350,Equipment,2013-07-16,35026,Straight-Line,7,7485.01,17,11,12659,8,7,18,0
A46351,Machine,2020-05-02,46126,Declining Balance,6,33857.75,27,4,19449,14,10,32,0
A46352,Machine,2011-03-10,231189,Declining Balance,10,-82911.34,18,13,6793,14,9,57,0
A46353,Machine,2012-06-16,48033,Declining Balance,6,12541.22,19,12,17854,12,5,79,0
A46354,Machine,2005-08-25,177829,Straight-Line,11,-196352.45,14,19,734,8,5,6,1
A46355,Machine,2021-08-10,223584,Declining Balance,9,160018.76,7,3,10331,4,7,26,0
A46356,Furniture,2013-12-08,194368,Straight-Line,19,-205790.45,10,10,313,1,3,64,1
A46357,Building,2016-11-17,173617,Straight-Line,6,91422.43,29,7,2941,8,8,65,0
A46358,Vehicle,2009-03-02,199652,Declining Balance,15,-267779.83,27,15,15192,0,7,24,0
A46359,Building,2024-07-01,20364,Declining Balance,18,19389.88,5,0,9133,1,3,32,1
A46360,Machine,2022-11-26,248753,Declining Balance,15,179238.46,11,1,13639,11,4,86,0
A46361,Furniture,2014-03-05,166340,Declining Balance,13,-62817.28,10,10,15530,8,10,17,0
A46362,Vehicle,2018-08-07,107744,Straight-Line,13,21324.46,15,6,15608,8,8,21,0
A46363,Building,2007-09-06,125696,Declining Balance,6,-3237.1,6,17,8383,8,3,39,1
A46364,Equipment,2018-08-13,17503,Straight-Line,19,-2960.64,18,6,17942,15,3,29,1
A46365,Building,2009-11-06,192475,Straight-Line,17,-295915.81,5,14,9163,7,3,86,1
A46366,Furniture,2016-10-10,135455,Declining Balance,5,81310.11,12,7,19819,3,1,38,1
A46367,Equipment,2012-12-08,43029,Declining Balance,15,-33362.21,5,11,10776,5,2,98,1
A46368,Equipment,2010-12-20,81166,Straight-Line,5,25139.22,10,13,11715,1,10,50,1
A46369,Equipment,2007-05-13,209749,Straight-Line,14,-301601.82,18,17,6628,6,6,40,0
A46370,Machine,2015-03-23,129937,Declining Balance,19,-105782.96,7,9,10355,13,4,1,1
A46371,Furniture,2007-03-23,172799,Straight-Line,10,-130522.42,15,17,8193,7,8,65,1
A46372,Equipment,2005-12-11,8473,Straight-Line,14,-13866.94,26,18,14184,12,8,76,0
A46373,Furniture,2016-09-12,158780,Declining Balance,19,-84714.57,22,8,2404,2,9,45,0
A46374,Equipment,2005-06-03,120767,Declining Balance,16,-253246.74,8,19,15976,15,5,10,1
A46375,Building,2024-01-30,28567,Declining Balance,20,24653.71,9,0,15554,2,3,33,1
A46376,Building,2024-04-30,20648,Straight-Line,13,19478.7,27,0,11197,6,7,67,0
A46377,Vehicle,2012-12-24,197036,Declining Balance,18,-221176.96,6,11,4185,10,6,48,1
A46378,Vehicle,2009-05-16,34053,Straight-Line,15,-44623.42,30,15,1925,3,5,18,0
A46379,Machine,2022-01-20,204255,Declining Balance,7,165474.53,29,2,16206,2,3,46,1
A46380,Building,2020-12-13,200009,Declining Balance,14,93143.92,11,3,1104,7,1,39,1
A46381,Machine,2019-06-25,99989,Declining Balance,14,25969.75,24,5,12610,13,10,11,0
A46382,Vehicle,2007-08-28,23853,Declining Balance,18,-49654.76,20,17,7651,15,7,34,0
A46383,Machine,2013-08-26,112696,Declining Balance,6,37501.52,19,11,2979,11,2,44,1
A46384,Building,2008-01-16,188953,Declining Balance,17,-348584.64,6,16,17791,9,5,29,1
A46385,Machine,2011-04-24,201515,Declining Balance,5,65865.04,11,13,13931,5,8,58,1
A46386,Equipment,2010-08-15,59188,Declining Balance,11,-32960.42,14,14,18421,11,4,49,0
A46387,Furniture,2009-09-18,40326,Straight-Line,18,-68991.71,29,15,19920,13,5,48,0
A46388,Furniture,2006-04-23,164154,Straight-Line,10,-139013.7,7,18,15345,3,4,78,1
A46389,Equipment,2022-12-21,165491,Declining Balance,5,150642.15,20,1,18,14,2,90,1
A46390,Machine,2014-01-06,19340,Straight-Line,15,-11863.63,5,10,325,6,2,21,1
A46391,Building,2010-11-30,70724,Straight-Line,14,-66511.56,17,13,19593,2,10,70,0
A46392,Building,2009-08-23,97478,Declining Balance,11,-64770.79,12,15,3134,3,9,26,1
A46393,Furniture,2020-10-10,182816,Declining Balance,17,58756.56,14,3,11701,6,2,33,1
A46394,Machine,2012-04-15,72621,Declining Balance,7,9154.23,22,12,3358,15,10,78,0
A46395,Vehicle,2016-12-26,35614,Declining Balance,5,21753.81,17,7,8967,3,4,33,0
A46396,Equipment,2005-05-19,207000,Straight-Line,20,-596046.58,26,19,18897,2,1,59,1
A46397,Vehicle,2011-02-01,196411,Declining Balance,19,-314386.75,26,13,201,4,10,95,0
A46398,Vehicle,2018-08-17,50647,Declining Balance,5,35092.13,30,6,18163,4,5,36,0
A46399,Machine,2023-07-19,243709,Straight-Line,10,213996.53,25,1,2621,8,7,60,0
A46400,Machine,2006-11-16,188135,Straight-Line,13,-249688.65,7,17,19734,9,9,98,1
A46401,Building,2022-07-06,95432,Straight-Line,11,71762.25,24,2,19030,7,6,80,0
A46402,Furniture,2018-05-06,154912,Straight-Line,10,55386.35,9,6,2669,6,1,99,1
A46403,Furniture,2021-12-24,140543,Declining Balance,17,73971.82,18,2,1591,14,3,26,1
A46404,Equipment,2012-05-30,37732,Declining Balance,18,-46225.32,14,12,6231,14,1,87,1
A46405,Vehicle,2005-07-28,194025,Declining Balance,18,-476716.77,29,19,19124,12,10,80,0
A46406,Equipment,2015-10-06,87175,Declining Balance,9,16498.76,7,9,6495,6,10,88,1
A46407,Equipment,2008-09-05,194594,Straight-Line,15,-275230.55,14,16,9048,0,6,92,1
A46408,Machine,2010-10-23,87939,Straight-Line,8,-10302.11,16,13,18309,5,9,46,0
A46409,Machine,2013-07-26,229972,Straight-Line,14,-130800.51,13,11,11322,4,1,75,1
A46410,Vehicle,2022-05-01,122968,Straight-Line,11,90022.68,15,2,2610,14,8,23,0
A46411,Vehicle,2012-08-09,246124,Declining Balance,16,-233015.37,19,12,14588,4,2,39,1
A46412,Furniture,2018-04-30,169947,Straight-Line,16,-5196.19,15,6,15049,12,4,69,0
A46413,Furniture,2024-03-14,83032,Declining Balance,18,74596.86,28,0,6748,11,1,92,1
A46414,Furniture,2022-05-03,64112,Declining Balance,13,43857.88,18,2,12186,8,10,71,0
A46415,Vehicle,2019-02-04,237616,Declining Balance,7,143240.13,6,5,3684,1,4,73,0
A46416,Vehicle,2015-06-21,195165,Declining Balance,5,104399.91,5,9,13837,10,5,51,1
A46417,Vehicle,2005-07-24,6200,Straight-Line,12,-8097.03,25,19,18133,6,5,94,0
A46418,Building,2008-06-05,179548,Straight-Line,5,32785.96,16,16,7984,8,8,3,0
A46419,Building,2005-01-18,212382,Straight-Line,12,-290422.2,27,19,1104,2,4,16,0
A46420,Vehicle,2017-12-07,34625,Declining Balance,6,20424.01,22,6,12552,15,3,31,1
A46421,Machine,2022-01-26,35090,Straight-Line,6,29414.07,28,2,13861,1,2,80,1
A46422,Vehicle,2015-02-10,41131,Declining Balance,14,-14496.14,10,9,18555,1,1,75,1
A46423,Machine,2017-07-14,143674,Straight-Line,13,8529.91,13,7,19316,10,10,59,0
A46424,Machine,2015-04-07,145642,Straight-Line,18,-103585.38,20,9,2966,11,10,16,0
A46425,Building,2014-09-19,26357,Straight-Line,18,-21345.56,26,10,4451,4,10,19,0
A46426,Equipment,2013-06-25,61872,Declining Balance,6,19958.38,16,11,9111,9,1,19,1
A46427,Vehicle,2009-02-08,51387,Declining Balance,20,-109644.37,9,15,19981,4,8,80,1
A46428,Building,2023-09-23,247487,Straight-Line,15,208940.05,22,1,8119,8,9,20,0
A46429,Vehicle,2009-12-06,155200,Straight-Line,5,40011.84,10,14,707,12,1,60,1
A46430,Furniture,2023-06-28,38893,Declining Balance,10,33927.48,28,1,12085,6,5,4,0
A46431,Equipment,2022-08-05,11364,Declining Balance,7,9635.74,15,2,15118,4,9,97,0
A46432,Machine,2005-07-31,248591,Straight-Line,9,-180912.95,15,19,19590,5,8,32,1
A46433,Furniture,2008-06-20,98511,Straight-Line,6,2126.76,28,16,2571,15,2,39,1
A46434,Equipment,2024-08-04,5072,Straight-Line,15,4940.68,17,0,1880,14,4,54,0
A46435,Machine,2014-05-29,31468,Declining Balance,16,-20715.43,14,10,3893,12,10,29,0
A46436,Machine,2017-03-03,10729,Declining Balance,6,5836.58,23,7,6087,1,10,56,0
A46437,Equipment,2021-07-01,227368,Declining Balance,19,86169.36,17,3,3674,9,9,63,0
A46438,Building,2019-11-14,70199,Declining Balance,19,4862.0,27,4,19048,13,1,89,1
A46439,Vehicle,2023-12-13,184911,Declining Balance,9,171323.84,15,0,1546,8,7,12,0
A46440,Building,2020-12-27,18974,Declining Balance,15,8221.2,11,3,11320,12,10,23,0
A46441,Equipment,2008-08-02,78117,Straight-Line,14,-98932.51,15,16,9767,12,6,2,1
A46442,Vehicle,2018-09-24,48984,Straight-Line,7,28279.2,25,6,16574,15,10,20,0
A46443,Machine,2020-03-27,90112,Straight-Line,7,61527.98,7,4,15668,15,8,57,0
A46444,Building,2016-04-07,75191,Declining Balance,15,-20723.88,16,8,15845,13,3,89,1
A46445,Building,2013-04-28,36691,Declining Balance,11,-9518.55,5,11,19189,10,8,59,1
A46446,Equipment,2009-12-01,7212,Straight-Line,16,-9932.41,18,14,6388,5,8,4,0
A46447,Equipment,2016-09-12,134081,Straight-Line,18,-60714.82,28,8,4610,13,5,86,0
A46448,Machine,2021-03-16,59184,Declining Balance,18,21241.38,23,3,7172,10,9,2,0
A46449,Machine,2005-10-11,152072,Straight-Line,18,-368014.24,20,19,9379,10,5,23,0
A46450,Vehicle,2019-08-07,60190,Declining Balance,6,41519.56,25,5,18273,15,9,72,0
A46451,Equipment,2011-12-09,140181,Straight-Line,16,-147708.53,17,12,4233,1,7,51,0
A46452,Equipment,2013-01-05,239272,Straight-Line,5,98593.17,7,11,571,4,7,2,1
A46453,Equipment,2022-08-10,178113,Declining Balance,20,101207.22,17,2,11842,15,5,20,0
A46454,Building,2012-12-23,176796,Straight-Line,9,-10874.16,22,11,14036,11,9,20,0
A46455,Furniture,2012-02-23,91066,Declining Balance,11,-35425.92,14,12,8054,10,4,16,0
A46456,Vehicle,2008-01-19,25095,Straight-Line,6,-89.38,12,16,4771,12,6,36,1
A46457,Building,2021-03-11,227092,Straight-Line,17,89063.62,23,3,14532,4,10,30,0
A46458,Vehicle,2014-05-27,116636,Declining Balance,12,-28503.92,27,10,4405,2,9,9,0
A46459,Equipment,2016-04-14,94037,Declining Balance,12,-1710.7,5,8,2351,10,1,3,1
A46460,Building,2022-10-15,152223,Declining Balance,14,110067.66,25,1,1670,13,10,64,0
A46461,Equipment,2006-11-13,159686,Declining Balance,7,-40507.74,15,17,1429,13,3,35,1
A46462,Equipment,2006-08-20,50540,Straight-Line,6,-4475.21,26,18,7458,6,5,72,0
A46463,Machine,2017-11-02,96232,Declining Balance,20,-37174.55,6,6,18892,1,3,56,1
A46464,Vehicle,2005-08-16,236411,Straight-Line,14,-397520.24,20,19,6893,0,2,82,1
A46465,Furniture,2006-12-08,90053,Straight-Line,5,9720.79,19,17,16271,10,6,94,0
A46466,Machine,2009-09-04,193356,Declining Balance,13,-186167.39,6,15,2971,5,4,75,1
A46467,Furniture,2010-08-20,221209,Straight-Line,10,-91574.47,12,14,16508,8,10,29,1
A46468,Equipment,2018-08-08,68513,Declining Balance,16,908.5,16,6,10419,4,8,21,0
A46469,Vehicle,2012-01-25,19134,Declining Balance,18,-24629.91,5,12,16027,14,6,98,1
A46470,Vehicle,2008-11-11,78382,Declining Balance,6,3547.59,8,15,19577,9,9,3,1
A46471,Equipment,2007-12-07,112043,Declining Balance,7,-20063.37,9,16,12121,9,9,43,1
A46472,Building,2009-03-01,196169,Declining Balance,11,-140693.48,10,15,6198,0,9,85,1
A46473,Equipment,2014-06-04,73270,Straight-Line,10,-2549.39,7,10,14284,11,2,38,1
A46474,Furniture,2016-09-05,203140,Straight-Line,16,-59817.77,19,8,11051,6,10,57,0
A46475,Machine,2006-05-22,241556,Straight-Line,19,-602420.81,26,18,4735,7,9,26,0
A46476,Machine,2015-02-02,126142,Declining Balance,9,16222.21,10,9,13306,15,10,64,0
A46477,Machine,2010-04-08,184428,Straight-Line,6,23899.85,10,14,16684,10,3,75,1
A46478,Equipment,2013-06-02,126516,Declining Balance,5,54696.51,5,11,2394,3,3,67,1
A46479,Furniture,2018-07-19,134835,Declining Balance,7,76109.74,17,6,909,8,4,4,0
A46480,Machine,2008-12-18,193334,Straight-Line,13,-204049.47,20,15,11919,6,2,62,1
A46481,Building,2023-02-05,210483,Straight-Line,18,147268.9,25,1,8158,15,7,15,0
A46482,Furniture,2021-03-29,222213,Straight-Line,13,120354.21,6,3,17582,12,4,52,0
A46483,Equipment,2007-12-03,165551,Declining Balance,9,-85578.53,20,16,10240,11,1,63,1
A46484,Vehicle,2009-06-28,181913,Straight-Line,12,-151750.33,16,15,6356,8,2,69,1
A46485,Furniture,2022-07-20,163200,Declining Balance,8,134262.18,13,2,2146,11,9,21,0
A46486,Building,2016-06-11,213207,Declining Balance,19,-124074.79,10,8,7117,5,7,91,0
A46487,Machine,2018-10-24,192081,Straight-Line,11,66233.74,10,5,568,6,9,94,0
A46488,Furniture,2010-10-30,144215,Straight-Line,20,-258006.56,29,13,18162,0,8,31,0
A46489,Equipment,2007-01-11,61554,Declining Balance,18,-135088.26,6,17,12424,4,8,11,1
A46490,Vehicle,2011-07-14,129182,Declining Balance,20,-212920.25,21,13,7424,10,10,63,0
A46491,Vehicle,2017-08-26,235391,Straight-Line,16,-32683.88,14,7,5772,15,5,75,0
A46492,Building,2024-07-01,182435,Declining Balance,7,179041.21,7,0,10215,11,5,80,0
A46493,Equipment,2007-05-30,39766,Declining Balance,15,-63827.15,24,17,19075,8,7,4,0
A46494,Equipment,2008-05-28,80163,Declining Balance,9,-37940.16,17,16,11047,12,9,88,0
A46495,Vehicle,2022-11-08,208384,Declining Balance,18,136654.23,26,1,17251,1,1,27,1
A46496,Furniture,2009-11-03,226709,Straight-Line,9,-78006.53,22,14,9820,5,4,56,0
A46497,Machine,2015-11-11,173666,Straight-Line,12,-12009.12,25,8,5559,10,8,7,0
